INDEX_NUMBER,STATENAME,SCH_NAME,WEBSITE
5635,CALIFORNIA,Phoenix Academy,
5636,CALIFORNIA,Apple Valley Unified Preschool Special Education,
5638,CALIFORNIA,Valley High,http://www.mvusd.us
5639,CALIFORNIA,Hayfork High,http://www.mvusd.us
5640,CALIFORNIA,Hayfork Elementary,http://www.mvusd.us
5641,CALIFORNIA,Dublin Elementary,http://www.dublinusd.org
5642,CALIFORNIA,James Dougherty Elementary,http://www.dublinusd.org
5643,CALIFORNIA,Dublin High,http://www.dublinusd.org
5644,CALIFORNIA,Valley High (Continuation),http://www.dublinusd.org
5645,CALIFORNIA,Frederiksen Elementary,http://www.dublinusd.org
5646,CALIFORNIA,Murray Elementary,http://www.dublinusd.org
5647,CALIFORNIA,Wells Middle,http://www.dublinusd.org
5648,CALIFORNIA,John Green Elementary,http://www.dublinusd.org
5649,CALIFORNIA,Harold William Kolb,http://www.dublinusd.org
5650,CALIFORNIA,Eleanor Murray Fallon,http://www.dublinusd.org
5651,CALIFORNIA,J. M. Amador Elementary,http://www.dublinusd.org
5652,CALIFORNIA,Dublin Unified Preschool,http://www.dublin.k12.ca.us
5653,CALIFORNIA,Dublin Unified Transition Program,http://www.dublin.k12.ca.us
5655,CALIFORNIA,York Alternative Learning Center,
5671,CALIFORNIA,Harvest Park Preschool Center,
5674,CALIFORNIA,Mendota Continuation High,
5675,CALIFORNIA,Mendota High,
5676,CALIFORNIA,Mendota Community Day,
5677,CALIFORNIA,McCabe Elementary,
5678,CALIFORNIA,Mendota Junior High,
5679,CALIFORNIA,Washington Elementary,http://www.musdaztecs.com/
5680,CALIFORNIA,Mendota Elementary,http://www.musdaztecs.com/
5681,CALIFORNIA,Aurelia Pennekamp Elementary,
5682,CALIFORNIA,Grand View Elementary,
5683,CALIFORNIA,Meadows Avenue Elementary,
5684,CALIFORNIA,Pacific Elementary,
5685,CALIFORNIA,Opal Robinson Elementary,
5686,CALIFORNIA,Mira Costa High,
5687,CALIFORNIA,Manhattan Beach Middle,
5689,CALIFORNIA,Frazier Mountain High,
5690,CALIFORNIA,El Tejon Elementary,
5691,CALIFORNIA,Frazier Park Elementary,
5692,CALIFORNIA,Tuscany Hills Elementary,
5693,CALIFORNIA,Donald Graham Elementary,
5694,CALIFORNIA,David A. Brown Middle,
5695,CALIFORNIA,William Collier Elementary,
5696,CALIFORNIA,Ortega High,
5697,CALIFORNIA,Elsinore High,
5698,CALIFORNIA,Elsinore Elementary,
5699,CALIFORNIA,Machado Elementary,
5700,CALIFORNIA,Wildomar Elementary,
5701,CALIFORNIA,Elsinore Middle,
5702,CALIFORNIA,Terra Cotta Middle,
5703,CALIFORNIA,Railroad Canyon Elementary,
5704,CALIFORNIA,Withrow Elementary,
5705,CALIFORNIA,Temescal Canyon High,
5706,CALIFORNIA,Luiseno,
5707,CALIFORNIA,Rice Canyon Elementary,
5708,CALIFORNIA,Cottonwood Canyon Elementary,
5709,CALIFORNIA,Canyon Lake Middle,
5710,CALIFORNIA,Lakeside High,
5711,CALIFORNIA,Ronald Reagan Elementary,
5712,CALIFORNIA,Earl Warren Elementary,http://www.leusd.k12.ca.us
5713,CALIFORNIA,Keith McCarthy Academy,
5715,CALIFORNIA,Preschool,
5716,CALIFORNIA,Alberhill Elementary,http://www.leusd.k12.ca.us
5717,CALIFORNIA,Vail Ranch Middle,
5718,CALIFORNIA,Paloma Elementary,
5719,CALIFORNIA,Pauba Valley Elementary,
5720,CALIFORNIA,Chaparral High,
5721,CALIFORNIA,Vintage Hills Elementary,
5722,CALIFORNIA,Helen Hunt Jackson Elementary,
5723,CALIFORNIA,Abby Reinke Elementary,
5724,CALIFORNIA,James L. Day Middle,
5725,CALIFORNIA,Temecula Valley High,
5726,CALIFORNIA,Rancho Vista High,
5728,CALIFORNIA,Vail Elementary,
5729,CALIFORNIA,Rancho Elementary,
5730,CALIFORNIA,Margarita Middle,
5731,CALIFORNIA,Temecula Elementary,
5732,CALIFORNIA,Nicolas Valley Elementary,
5733,CALIFORNIA,Red Hawk Elementary,
5734,CALIFORNIA,Ysabel Barnett Elementary,
5735,CALIFORNIA,Susan H. Nelson,
5736,CALIFORNIA,Great Oak High,
5737,CALIFORNIA,Alamos Elementary,
5738,CALIFORNIA,Bella Vista Middle,
5739,CALIFORNIA,Crowne Hill Elementary,
5740,CALIFORNIA,Susan La Vorgna Elementary,
5741,CALIFORNIA,Tony Tobin Elementary,
5742,CALIFORNIA,French Valley Elementary,
5743,CALIFORNIA,Erle Stanley Gardner Middle,
5744,CALIFORNIA,Temecula Luiseno Elementary,
5763,CALIFORNIA,Dorothy McElhinney Middle,http://www.murrieta.k12.ca.us
5764,CALIFORNIA,Murrieta Mesa High,http://www.murrieta.k12.ca.us
5765,CALIFORNIA,Murrieta Preschool Outreach,http://www.murrieta.k12.ca.us
5766,CALIFORNIA,Murrieta Options Academy,http://www.murrieta.k12.ca.us
5781,CALIFORNIA,Redondo Beach Virtual Learning,
5782,CALIFORNIA,Bryant Middle,http://www.dpol.net
5783,CALIFORNIA,Dos Palos Elementary,http://www.dpol.net
5784,CALIFORNIA,Dos Palos High,http://www.dpol.net
5785,CALIFORNIA,Bernhard Marks Elementary,http://www.dpol.net
5786,CALIFORNIA,Westside High,http://www.dpol.net
5787,CALIFORNIA,Westside Community Day Middle High,http://www.dpol.net
5788,CALIFORNIA,Dos Palos Carver Center,
5789,CALIFORNIA,Mattie Washburn Elementary,
5790,CALIFORNIA,Windsor High,
5791,CALIFORNIA,Windsor Middle,
5792,CALIFORNIA,Cali Calmecac Language Academy,http://www.wusd.org
5793,CALIFORNIA,Windsor Oaks Academy,
5794,CALIFORNIA,Brooks Elementary,
5795,CALIFORNIA,Bridges Community Based School North County Consortium,http://www.wusd.org
5796,CALIFORNIA,North Bay Met Academy,http://www.wusd.org
5797,CALIFORNIA,Farmersville Junior High,http://www.farmersville.k12.ca.us
5798,CALIFORNIA,J. E. Hester Elementary,http://www.farmersville.k12.ca.us
5799,CALIFORNIA,George L. Snowden Elementary,http://www.farmersville.k12.ca.us
5800,CALIFORNIA,Farmersville High,http://www.farmersville.k12.ca.us
5801,CALIFORNIA,Deep Creek Academy,http://www.farmersville.k12.ca.us
5802,CALIFORNIA,Freedom Elementary,http://www.farmersville.k12.ca.us
5803,CALIFORNIA,American Lakes,http://natomasunified.org
5804,CALIFORNIA,Jefferson,http://natomasunified.org
5805,CALIFORNIA,Bannon Creek,http://natomasunified.org
5806,CALIFORNIA,Natomas High,http://natomasunified.org
5807,CALIFORNIA,Discovery High,
5808,CALIFORNIA,Natomas Middle,http://natomasunified.org
5809,CALIFORNIA,Natomas Park Elementary,http://natomasunified.org
5810,CALIFORNIA,Two Rivers Elementary,http://natomasunified.org
5811,CALIFORNIA,Inderkum High,http://natomasunified.org
5812,CALIFORNIA,Witter Ranch Elementary,http://natomasunified.org
5814,CALIFORNIA,Heron,http://natomasunified.org
5815,CALIFORNIA,Natomas Pacific Pathways Prep,http://natomasunified.org
5816,CALIFORNIA,H. Allen Hight Elementary,http://natomasunified.org
5817,CALIFORNIA,Natomas Pacific Pathways Prep Middle,http://natomasunified.org
5818,CALIFORNIA,Leroy Greene Academy,http://natomasunified.org
5819,CALIFORNIA,Natomas Pacific Pathways Prep Elementary,
5822,CALIFORNIA,Ferndale Elementary,
5823,CALIFORNIA,Ferndale High,
5827,CALIFORNIA,El Capitan Elementary,http://www.delhi.k12.ca.us
5828,CALIFORNIA,Schendel Elementary,http://www.delhi.k12.ca.us
5830,CALIFORNIA,Delhi Middle,http://www.delhi.k12.ca.us
5831,CALIFORNIA,Harmony Elementary,http://www.delhi.k12.ca.us
5832,CALIFORNIA,Riverdale Elementary,http://www.rjusd.org
5833,CALIFORNIA,Fipps Primary,http://www.rjusd.org
5834,CALIFORNIA,Riverdale High,http://www.rjusd.org
5835,CALIFORNIA,Horizon High,http://www.rjusd.org
5836,CALIFORNIA,Warner Junior/Senior High,http://www.warnerusd.net
5837,CALIFORNIA,San Jose Valley Continuation High,
5838,CALIFORNIA,Warner Elementary,http://www.warnerusd.net
5846,CALIFORNIA,Marce Becerra Academy,
5847,CALIFORNIA,North Valley High (Continuation),
5848,CALIFORNIA,Orland High,
5849,CALIFORNIA,Fairview Elementary,
5850,CALIFORNIA,Mill Street Elementary,
5851,CALIFORNIA,Price Intermediate,
5852,CALIFORNIA,Orland Community Day,
5853,CALIFORNIA,Gonzales High,http://www.gonzalesusd.net
5854,CALIFORNIA,Fairview Middle,http://www.gonzalesusd.net
5855,CALIFORNIA,La Gloria Elementary,http://www.gonzalesusd.net
5875,CALIFORNIA,Tracy Independent Study Charter,
5876,CALIFORNIA,Paso Robles High,
5877,CALIFORNIA,Liberty High (Continuation),
5878,CALIFORNIA,Georgia Brown Dual Immersion Magnet Elementary,
5879,CALIFORNIA,Glen Speck Elementary,
5880,CALIFORNIA,Winifred Pifer Elementary,
5881,CALIFORNIA,George H. Flamson Middle,
5882,CALIFORNIA,Virginia Peterson Elementary,
5883,CALIFORNIA,Pat Butler Elementary,
5884,CALIFORNIA,Daniel Lewis Middle,
5885,CALIFORNIA,Paso Robles Independent Study Center,
5886,CALIFORNIA,Kermit King Elementary,
5889,CALIFORNIA,Leffingwell High (Continuation),
5890,CALIFORNIA,Coast Union High,
5891,CALIFORNIA,Cambria Grammar,
5892,CALIFORNIA,Santa Lucia Middle,
5893,CALIFORNIA,McKinley Elementary,http://www.gusd.org
5894,CALIFORNIA,Sycamore Middle,http://www.gusd.org
5895,CALIFORNIA,Wilson Elementary,http://www.gusd.org
5896,CALIFORNIA,Esperanza High (Continuation),http://www.gusd.org
5897,CALIFORNIA,Gridley High,http://www.gusd.org
5912,CALIFORNIA,Riverbank High,
5913,CALIFORNIA,California Avenue Elementary,
5914,CALIFORNIA,Cardozo Middle,
5915,CALIFORNIA,Adelante High,http://www.riverbank.k12.ca.us
5917,CALIFORNIA,Mesa Verde Elementary,http://www.riverbank.k12.ca.us
5927,CALIFORNIA,Waterford Junior,http://www.waterford.k12.ca.us
5928,CALIFORNIA,Waterford High,http://www.waterford.k12.ca.us
5929,CALIFORNIA,Sentinel High,http://www.waterford.k12.ca.us
5930,CALIFORNIA,Richard M. Moon Primary,http://www.waterford.k12.ca.us
5931,CALIFORNIA,Lucille Whitehead Intermediate,http://www.waterford.k12.ca.us
5932,CALIFORNIA,Bartlett Middle,
5933,CALIFORNIA,Belleview Elementary,
5934,CALIFORNIA,John J. Doyle Elementary,
5935,CALIFORNIA,Olive Street Elementary,
5936,CALIFORNIA,Pioneer Middle,
5937,CALIFORNIA,Roche Elementary,
5938,CALIFORNIA,Vandalia Elementary,
5939,CALIFORNIA,West Putnam Elementary,
5940,CALIFORNIA,Westfield Elementary,
5941,CALIFORNIA,Citrus High,
5942,CALIFORNIA,Monache High,
5943,CALIFORNIA,Porterville High,
5944,CALIFORNIA,Monte Vista Elementary,
5945,CALIFORNIA,Vine Street Community Day,
5946,CALIFORNIA,Granite Hills High,
5947,CALIFORNIA,Los Robles Elementary,
5948,CALIFORNIA,Santa Fe Elementary,
5949,CALIFORNIA,Strathmore High,
5950,CALIFORNIA,Sequoia Middle,
5951,CALIFORNIA,Butterfield Charter,
5952,CALIFORNIA,Harmony Magnet Academy,http://www.portervilleschools.org
5953,CALIFORNIA,Porterville Military Academy,http://www.portervilleschools.org
5954,CALIFORNIA,Grand View Elementary,http://www.dinuba.k12.ca.us
5955,CALIFORNIA,Jefferson Elementary,http://www.dinuba.k12.ca.us
5956,CALIFORNIA,Lincoln Elementary,http://www.dinuba.k12.ca.us
5957,CALIFORNIA,Washington Intermediate,http://www.dinuba.k12.ca.us
5958,CALIFORNIA,Wilson Elementary,http://www.dinuba.k12.ca.us
5959,CALIFORNIA,Dinuba High,http://www.dinuba.k12.ca.us
5960,CALIFORNIA,Sierra Vista High (Continuation),http://www.dinuba.k12.ca.us
5961,CALIFORNIA,Roosevelt Elementary,http://www.dinuba.k12.ca.us
5962,CALIFORNIA,Ronald Reagan Academy,http://www.dinuba.k12.ca.us
5963,CALIFORNIA,John F. Kennedy Elementary,http://www.dinuba.k12.ca.us
5964,CALIFORNIA,Caruthers Elementary,http://www.caruthers.k12.ca.us
5965,CALIFORNIA,Caruthers High,http://www.caruthers.k12.ca.us
5967,CALIFORNIA,Webster Elementary,http://www.gvusd.org
5968,CALIFORNIA,Independence Continuation High,http://www.gvusd.org
5970,CALIFORNIA,Ranchos Middle,http://www.gvusd.org
5971,CALIFORNIA,Lincoln Community Day,http://www.gvusd.org
5972,CALIFORNIA,Sierra View Elementary,http://www.gvusd.org
5973,CALIFORNIA,Centennial Independent Study,http://www.gvusd.org
5974,CALIFORNIA,Valley Children's Hospital,http://www.gvusd.org
5975,CALIFORNIA,Freedom Home,http://www.gvusd.org
5976,CALIFORNIA,Stone Creek Elementary,http://www.gvusd.org
5985,CALIFORNIA,Kern County ROP,http://www.kern.org
5987,CALIFORNIA,Kings County ROP,http://www.kingscoe.org
5988,CALIFORNIA,Lassen ROP,
5989,CALIFORNIA,Napa County ROP,
5992,CALIFORNIA,Plumas County ROP,
5993,CALIFORNIA,Tri-Valley ROP,
5994,CALIFORNIA,Eden Area ROP,
5996,CALIFORNIA,Amador County ROP,
5998,CALIFORNIA,Contra Costa County ROP,
5999,CALIFORNIA,Del Norte County ROP,
6000,CALIFORNIA,Riverside County ROP,
6001,CALIFORNIA,Sacramento County ROP,
6002,CALIFORNIA,Central Sierra ROP,
6004,CALIFORNIA,Fresno ROP,
6005,CALIFORNIA,Glenn County ROP,http://www.glenncoe.org
6011,CALIFORNIA,Long Beach Unified School District ROP,
6012,CALIFORNIA,Los Angeles Unified School District ROCP,
6013,CALIFORNIA,Los Angeles County ROP,
6014,CALIFORNIA,Hart ROP,
6016,CALIFORNIA,Compton Unified ROP,
6017,CALIFORNIA,San Antonio ROP,
6018,CALIFORNIA,Manzanita Community Day,http://www.chawanakee.k12.ca.us
6019,CALIFORNIA,Chawanakee Academy Charter,http://www.chawanakee.k12.ca.us
6020,CALIFORNIA,North Fork Elementary,http://www.chawanakee.k12.ca.us
6021,CALIFORNIA,Spring Valley Elementary,http://www.chawanakee.k12.ca.us
6022,CALIFORNIA,Mountain Oaks High,http://www.chawanakee.k12.ca.us
6023,CALIFORNIA,Cedar Continuation High,http://www.chawanakee.k12.ca.us
6024,CALIFORNIA,Minarets High,http://www.chawanakee.k12.ca.us
6025,CALIFORNIA,Minarets Charter High,http://www.chawanakee.k12.ca.us
6026,CALIFORNIA,Hillside Elementary,http://www.chawanakee.k12.ca.us
6027,CALIFORNIA,Marin County ROP,
6028,CALIFORNIA,Mendocino County ROP,
6029,CALIFORNIA,Merced County ROP,http://www.mcoe.org
6033,CALIFORNIA,Coastline ROP,
6034,CALIFORNIA,Central Orange County CTE Partnership (CTEp),
6041,CALIFORNIA,San Bernardino County ROP,
6043,CALIFORNIA,Santa Barbara County ROP-North,
6045,CALIFORNIA,Santa Clara County ROP-South,http://www.sccoe.org
6046,CALIFORNIA,San Diego County ROP,http://www.sdcoe.net
6047,CALIFORNIA,San Francisco County ROP,
6048,CALIFORNIA,San Joaquin County ROCP,
6052,CALIFORNIA,Tehama County ROP,
6054,CALIFORNIA,Yolo County ROP,http://www.ycoe.org
6055,CALIFORNIA,Century High,http://www.ausd.us
6056,CALIFORNIA,Alhambra High,http://www.ausd.us
6057,CALIFORNIA,Mark Keppel High,http://www.ausd.us
6058,CALIFORNIA,San Gabriel High,http://www.ausd.us
6059,CALIFORNIA,Independence High (Alternative),http://www.ausd.us
6060,CALIFORNIA,Brightwood Elementary,http://www.ausd.us
6061,CALIFORNIA,Emery Park Elementary,http://www.ausd.us
6062,CALIFORNIA,Fremont Elementary,http://www.ausd.us
6063,CALIFORNIA,Garfield Elementary,http://www.ausd.us
6064,CALIFORNIA,Granada Elementary,http://www.ausd.us
6065,CALIFORNIA,Marguerita Elementary,http://www.ausd.us
6066,CALIFORNIA,Martha Baldwin Elementary,http://www.ausd.us
6067,CALIFORNIA,Monterey Highlands Elementary,http://www.ausd.us
6068,CALIFORNIA,Park Elementary,http://www.ausd.us
6069,CALIFORNIA,Ramona Elementary,http://www.ausd.us
6070,CALIFORNIA,Repetto Elementary,http://www.ausd.us
6071,CALIFORNIA,William Northrup Elementary,http://www.ausd.us
6072,CALIFORNIA,Ynez Elementary,http://www.ausd.us
6074,CALIFORNIA,John H. Pitman High,
6075,CALIFORNIA,Roselawn High,
6076,CALIFORNIA,Turlock High,
6077,CALIFORNIA,Turlock Junior High,
6078,CALIFORNIA,Crowell Elementary,
6079,CALIFORNIA,Cunningham Elementary,
6080,CALIFORNIA,Julien Elementary,
6081,CALIFORNIA,Osborn Two-Way Immersion Academy,http://www.turlock.k12.ca.us
6082,CALIFORNIA,Wakefield Elementary,
6083,CALIFORNIA,Walter M. Brown Elementary,
6084,CALIFORNIA,Dennis G. Earl Elementary,
6085,CALIFORNIA,Marvin A. Dutcher Middle,http://www.turlock.k12.ca.us
6086,CALIFORNIA,Sandra Tovar Medeiros Elementary,
6087,CALIFORNIA,Walnut Elementary Education Center,
6088,CALIFORNIA,Etna Elementary,
6089,CALIFORNIA,Etna Union High,
6090,CALIFORNIA,Fort Jones Elementary,
6091,CALIFORNIA,Scott River High,
6092,CALIFORNIA,Scott Valley Junior High,
6093,CALIFORNIA,Scott Valley Community Day,
6094,CALIFORNIA,Coarsegold Elementary,
6095,CALIFORNIA,Yosemite High,http://www.yosemiteusd.com
6096,CALIFORNIA,Meadowbrook Community Day,http://www.yosemiteusd.com
6097,CALIFORNIA,Ahwahnee High,http://www.yosemiteusd.com
6098,CALIFORNIA,Raymond Granite High,
6099,CALIFORNIA,Rivergold Elementary,
6100,CALIFORNIA,Evergreen High,http://www.yosemiteusd.com
6101,CALIFORNIA,Yosemite Falls Education Center,http://www.yosemiteusd.com
6102,CALIFORNIA,Campbell High Community Day,http://www.yosemiteusd.com
6103,CALIFORNIA,Alps View High (Continuation),
6149,CALIFORNIA,Hamilton Elementary,http://www.husdschools.org
6150,CALIFORNIA,Hamilton High,http://www.husdschools.org
6151,CALIFORNIA,Hamilton Community Day,http://www.husdschools.org
6152,CALIFORNIA,Ella Barkley High,http://www.husdschools.org
6154,CALIFORNIA,Home Street Middle,http://www.bishopschools.org
6155,CALIFORNIA,Bishop Union High,http://www.bishopschools.org
6156,CALIFORNIA,Keith B. Bright High (Juvenile Hall),http://www.bishopschools.org
6157,CALIFORNIA,Bishop Elementary,http://www.bishopschools.org
6158,CALIFORNIA,Palisade Glacier High (Continuation),http://www.bishopschools.org
6159,CALIFORNIA,Bishop Independent Study,http://www.bishopschools.org
6160,CALIFORNIA,Lammersville Elementary,http://www.lammersvilleschooldistrict.net
6161,CALIFORNIA,Wicklund Elementary,http://www.lammersvilleschooldistrict.net
6162,CALIFORNIA,Bethany Elementary,http://www.lammersvilleschooldistrict.net
6164,CALIFORNIA,Mountain House High,
6165,CALIFORNIA,Altamont Elementary,http://www.lammersvilleschooldistrict.net/
6166,CALIFORNIA,Hansen Elementary,http://www.lammersvilleschooldistrict.net/
6167,CALIFORNIA,Julius Cordes Elementary,
6169,CALIFORNIA,Adams Elementary,http://www.sbunified.org
6170,CALIFORNIA,Cleveland Elementary,http://www.sbunified.org
6171,CALIFORNIA,Dos Pueblos Senior High,http://www.sbunified.org
6172,CALIFORNIA,Franklin Elementary,http://www.sbunified.org
6173,CALIFORNIA,Goleta Valley Junior High,http://www.sbunified.org
6174,CALIFORNIA,Harding University Partnership,http://www.sbunified.org
6175,CALIFORNIA,La Colina Junior High,http://www.sbunified.org
6176,CALIFORNIA,La Cuesta Continuation High,http://www.sbunified.org
6177,CALIFORNIA,La Cumbre Junior High,http://www.sbunified.org
6178,CALIFORNIA,Monroe Elementary,http://www.sbunified.org
6179,CALIFORNIA,Roosevelt Elementary,http://www.sbunified.org
6180,CALIFORNIA,San Marcos Senior High,http://www.sbunified.org
6181,CALIFORNIA,Santa Barbara Junior High,http://www.sbunified.org
6182,CALIFORNIA,Santa Barbara Senior High,http://www.sbunified.org
6183,CALIFORNIA,Washington Elementary,http://www.sbunified.org
6184,CALIFORNIA,Santa Barbara Community Academy,http://www.sbunified.org
6185,CALIFORNIA,McKinley Elementary,http://www.sbunified.org
6186,CALIFORNIA,Alta Vista Alternative High,http://www.sbunified.org
6187,CALIFORNIA,Alta Vista,http://www.sbunified.org
6188,CALIFORNIA,Santa Barbara Unified Early Childhood,http://www.sbunified.org
6193,CALIFORNIA,Easton Continuation High,
6194,CALIFORNIA,Easton Community Day,
6199,CALIFORNIA,Bravo Lake High,
6200,CALIFORNIA,Woodlake Community Day,
6206,CALIFORNIA,Barbara Webster Elementary,http://www.santapaulausd.org
6207,CALIFORNIA,Blanchard Elementary,http://www.santapaulausd.org
6209,CALIFORNIA,Grace Thille Elementary,http://www.santapaulausd.org
6210,CALIFORNIA,Isbell Middle,http://www.santapaulausd.org
6211,CALIFORNIA,McKevett Elementary,http://www.santapaulausd.org
6212,CALIFORNIA,Thelma Bedell Elementary,http://www.santapaulausd.org
6213,CALIFORNIA,Renaissance High,http://www.santapaulausd.org
6214,CALIFORNIA,Santa Paula High,http://www.santapaulausd.org
6215,CALIFORNIA,N.A. Chaderjian High,
6216,CALIFORNIA,Mary B. Perry High,
6221,CALIFORNIA,Exeter Independent Study (Alternative),
6224,CALIFORNIA,Bonsall Elementary,http://www.bonsallusd.com
6225,CALIFORNIA,Vivian Banks Charter,http://www.bonsallusd.com
6226,CALIFORNIA,Norman L. Sullivan Middle,http://www.bonsallusd.com
6227,CALIFORNIA,Bonsall West Elementary,http://www.bonsallusd.com
6229,CALIFORNIA,Williams Ranch Elementary,http://www.pvuesd.org
6230,CALIFORNIA,Vantage Point Charter,http://www.pvuesd.org
6231,CALIFORNIA,Ready Springs Elementary,http://www.pvuesd.org
6232,CALIFORNIA,Penn Valley Union Special Education Preschool,http://www.pvuesd.org
6233,CALIFORNIA,Juan De Anza Elementary,
6234,CALIFORNIA,Juan Cabrillo Elementary,
6235,CALIFORNIA,Richard Henry Dana Middle,
6236,CALIFORNIA,138th Street,
6239,CALIFORNIA,Upper Lake Elementary,http://www.ulesd.org
6240,CALIFORNIA,Clover Valley High (Continuation),
6241,CALIFORNIA,Upper Lake High,
6242,CALIFORNIA,Upper Lake Middle,http://www.ulesd.org
6246,CALIFORNIA,Vista Springs Charter,http://www.springscharterschools.org
6248,CALIFORNIA,Oakland Charter High,http://www.amethodschools.org
6254,CALIFORNIA,Accelerated Charter Elementary,http://accelerated.org
6256,CALIFORNIA,Classical Academy Vista,http://www.classicalacademy.com
6261,CALIFORNIA,AIMS College Prep Middle,http://www.aimsk12.org
6268,CALIFORNIA,Mojave River Academy - Route 66,http://www.mojaveriver.net
6270,CALIFORNIA,The Heights Charter,
6272,CALIFORNIA,Downtown Charter Academy,http://www.amethodschools.org
6273,CALIFORNIA,Los Angeles Leadership Academy,http://laleadership.org
6275,CALIFORNIA,Aspire Triumph Technology Academy,http://www.aspirepublicschools.org
6280,CALIFORNIA,Olive Grove Charter - Buellton,http://www.olivegrovecharter.org
6283,CALIFORNIA,Da Vinci Communications,http://www.davincischools.org
6284,CALIFORNIA,ISANA Himalia Academy,http://isanaacademies.org/
6287,CALIFORNIA,Creekside Charter,http://www.newcastle.k12.ca.us
6289,CALIFORNIA,Peabody Charter,http://www.sbunified.org
6291,CALIFORNIA,High Tech High Media Arts,http://www.hightechhigh.org
6292,CALIFORNIA,Harbor Springs Charter,http://www.springscharterschools.org
6293,CALIFORNIA,Compass Charter Schools of San Diego,http://www.compasscharters.org
6296,CALIFORNIA,All Tribes Elementary Charter,
6297,CALIFORNIA,Audeo Charter,http://www.audeocharterschool.net/
6313,CALIFORNIA,Environmental Charter Middle - Inglewood,http://www.ecsonline.org
6314,CALIFORNIA,ISANA Palmati Academy,http://isanaacademies.org
6319,CALIFORNIA,Aspire Richmond Technology Academy,http://www.aspirepublicschools.org
6322,CALIFORNIA,California Creative Learning Academy,http://calcreative.org
6324,CALIFORNIA,Aspire Golden State College Preparatory Academy,http://www.aspirepublicschools.org
6327,CALIFORNIA,Glacier High School Charter,
6332,CALIFORNIA,Classical Academy,http://www.classicalacademy.com
6333,CALIFORNIA,ACE Charter High,http://www.acecharter.org
6335,CALIFORNIA,Sherman Thomas Charter High,http://www.stcsca.org
6337,CALIFORNIA,Nova Academy Early College High,http://www.nova-academy.org
6340,CALIFORNIA,WISH Academy High,http://www.wishcharter.org
6347,CALIFORNIA,Mojave River Academy - Silver Mountain,http://www.mojaveriver.net
6349,CALIFORNIA,Opportunities for Learning - William S. Hart,http://www.oflschools.org
6354,CALIFORNIA,King-Chavez Academy of Excellence,http://kingchavez.org/
6355,CALIFORNIA,Valley Charter Elementary,http://www.valleycharterschool.org
6356,CALIFORNIA,Golden Valley Orchard,http://www.goldenvalleycharter.org
6360,CALIFORNIA,Discovery Charter,http://www.discoveryk8.org
6368,CALIFORNIA,ISANA Nascent Academy,http://isanaacademies.org
6370,CALIFORNIA,Mojave River Academy - Gold Canyon,http://www.mojaveriver.net
6371,CALIFORNIA,Piner-Olivet Charter,http://www.pousd.org
6373,CALIFORNIA,Aspire East Palo Alto Charter,http://www.aspirepublicschools.org
6374,CALIFORNIA,Family First Charter,
6375,CALIFORNIA,Northern United - Siskiyou Charter,http://www.nucharters.org
6378,CALIFORNIA,Redwood Collegiate Academy,http://www.caredwoods.org
6383,CALIFORNIA,California Virtual Academy at Fresno,http://www.caliva.org
6415,CALIFORNIA,ABC Secondary (Alternative),
6418,CALIFORNIA,High Tech Middle North County,http://www.hightechhigh.org
6421,CALIFORNIA,KIPP San Francisco Bay Academy,http://sfbay.kippnorcal.org/
6424,CALIFORNIA,Sage Oak Charter,http://www.sageoak.education
6426,CALIFORNIA,Trivium Charter School Adventure,http://triviumcharter.org/
6428,CALIFORNIA,College Bridge Academy,
6430,CALIFORNIA,Alpha Cindy Avitia High,http://www.alphapublicschools.org
6442,CALIFORNIA,Acalanes High,
6443,CALIFORNIA,Campolindo High,
6447,CALIFORNIA,Gabriella Charter 2,http://www.gabriellacharterschools.org
6448,CALIFORNIA,California Montessori Project-San Juan Campuses,http://www.cacmp.org
6450,CALIFORNIA,Downtown College Prep - Alum Rock,http://www.dcp.org
6453,CALIFORNIA,Heritage K-8 Charter,
6454,CALIFORNIA,eCademy Charter at Crane,http://www.turlock.k12.ca.us
6461,CALIFORNIA,Golden Valley River,http://www.goldenvalleycharter.org
6462,CALIFORNIA,Richmond Charter Elementary-Benito Juarez,http://www.amethodschools.org
6463,CALIFORNIA,Alpha: Cornerstone Academy Preparatory,http://www.alphapublicschools.org
6465,CALIFORNIA,Rocklin Academy at Meyers Street,http://rocklinacademy.org
6470,CALIFORNIA,SIATech Academy South,http://www.siatech.org
6474,CALIFORNIA,Morrice Schaefer Charter,http://www.pousd.org
6475,CALIFORNIA,LaVerne Elementary Preparatory Academy,
6476,CALIFORNIA,King-Chavez Preparatory Academy,http://kingchavez.org/
6477,CALIFORNIA,JCS - Cedar Cove,http://www.jcs-inc.org
6486,CALIFORNIA,Millennium Charter,http://www.tracylc.net
6489,CALIFORNIA,Empire Springs Charter,http://www.springscharterschools.org
6490,CALIFORNIA,Global Education Academy,http://www.geaschool.com
6491,CALIFORNIA,Aspire Alexander Twilight Secondary Academy,http://www.aspirepublicschools.org
6492,CALIFORNIA,ASCEND,http://www.efcps.org
6493,CALIFORNIA,Guajome Park Academy Charter,http://www.guajome.net
6497,CALIFORNIA,New Vision Middle,http://www.realjourney.org
6498,CALIFORNIA,Adelanto Elementary,
6499,CALIFORNIA,Donald F. Bradach Elementary,http://www.aesd.net
6500,CALIFORNIA,Mesa Linda Middle,http://www.aesd.net
