SURVYEAR	FIPS	STABR	STNAME	R1A	R1B	R1C	R1D	R1E	R1F	R1G	R1H	R1I	R1J	R1K	R1L	R1M	R1N	STR1	R2	R3	R4A	R4B	R4C	R4D	STR4	R5	TR	E11	E12	E13	E14	E15	E16	E17	E18	STE1	E11A	E11B	E11C	E11D	E2	E212	E213	E214	E215	E216	E217	E218	TE21	E222	E223	E224	E225	E226	E227	E228	TE22	E232	E233	E234	E235	E236	E237	E238	TE23	E242	E243	E244	E245	E246	E247	E248	TE24	E252	E253	E254	E255	E256	E257	E258	TE25	E262	E263	E264	E265	E266	E267	E268	TE26	STE22	STE23	STE24	STE25	STE26	STE27	STE28	STE2T	E3A11	E3A12	E3A13	E3A14	E3A2	E3A16	E3A1	E3B11	E3B12	E3B13	E3B14	E3B2	E3B16	E3B1	STE3	E4A1	E4A2	E4B1	E4B2	E4C1	E4C2	E4D	E4E1	E4E2	STE4	TE5	E61	E62	E63	STE6	E7A1	E7A2	STE7	E81	E82	E9A	E9B	E9C	E9D	E91	STE9	TE10	TE11	X12C	X12D	X12E	X12F	TX12	NCE13	ADA	A14A	A14B	PPE15	MEMBR20	CE1	CE2	AR1	AR1A	AR1B	AR2	AR2A	AR3	AR6	AR6A	AR7	AR8	AE1	AE2	AE3	AE4	AE5	AE6	AE7	AE8	IR1A	IR1B	IR1C	IR1D	IR1E	IR1F	IR1G	IR1H	IR1I	IR1J	IR1K	IR1L	IR1M	IR1N	ISTR1	IR2	IR3	IR4A	IR4B	IR4C	IR4D	ISTR4	IR5	ITR	IE11	IE12	IE13	IE14	IE15	IE16	IE17	IE18	ISTE1	IE11A	IE11B	IE11C	IE11D	IE2	IE212	IE213	IE214	IE215	IE216	IE217	IE218	ITE21	IE222	IE223	IE224	IE225	IE226	IE227	IE228	ITE22	IE232	IE233	IE234	IE235	IE236	IE237	IE238	ITE23	IE242	IE243	IE244	IE245	IE246	IE247	IE248	ITE24	IE252	IE253	IE254	IE255	IE256	IE257	IE258	ITE25	IE262	IE263	IE264	IE265	IE266	IE267	IE268	ITE26	ISTE22	ISTE23	ISTE24	ISTE25	ISTE26	ISTE27	ISTE28	ISTE2T	IE3A11	IE3A12	IE3A13	IE3A14	IE3A2	IE3A16	IE3A1	IE3B11	IE3B12	IE3B13	IE3B14	IE3B2	IE3B16	IE3B1	ISTE3	IE4A1	IE4A2	IE4B1	IE4B2	IE4C1	IE4C2	IE4D	IE4E1	IE4E2	ISTE4	ITE5	IE61	IE62	IE63	ISTE6	IE7A1	IE7A2	ISTE7	IE81	IE82	IE9A	IE9B	IE9C	IE9D	IE91	ISTE9	ITE10	ITE11	IX12C	IX12D	IX12E	IX12F	ITX12	INCE13	IADA	IA14A	IA14B	IPPE15	IMEMBR20	ICE1	ICE2	IAR1	IAR1A	IAR1B	IAR2	IAR2A	IAR3	IAR6	IAR6A	IAR7	IAR8	IAE1	IAE2	IAE3	IAE4	IAE5	IAE6	IAE7	IAE8
2021	13	GA	Georgia	7340442895	3213923745	180602615	-2	17118194	11221855	700161	0	16604885	26550143	223326337	302102626	35959	3235846	11324643406	0	10706158546	25514061	2946342175	0	96898835	3068755071	1009626118	25099557023	8293580527	3494554039	355527329	13777923	4584220	711620422	30760662	39710985	12908771225	5249772547	1295556007	226392630	588143182	71696842	813213310	668168905	126677958	925691395	481242953	477588669	286850449	3779433639	214253984	235614827	42328634	359739932	207942467	222919241	118219364	1401018449	124297172	78165020	60880700	31167162	470100214	69278992	187756400	1021645660	72367017	57965437	10320524	25851855	406822207	93003115	88801760	755131915	1557962	3631557	687889	1108782	34722089	110726190	11780831	164215300	14551952	21129201	81529673	14028416	2989629	1961257	48053724	184243852	1238683435	1061043390	321737489	1356478760	1569097470	864751274	729681697	7141473515	285351841	152973835	39111040	367430152	7236662	6941663	851808531	4277504	514320	5828610	24679717	318802	9315123	44615274	896423805	0	0	0	0	0	0	0	0	0	0	20946668545	1939292094	90556548	58622325	2088470967	237834487	726402615	964237102	26106365	62629	0	2792960	0	0	6147	2792960	351779075	23266639039	460209016	86000684	0	0	817176340	20129492205	1627095	-2	1627095	12371	1730015	17853362450	3093306093	382908770	627741309	74041143	-2	-2	-2	2507312	-2	-2	-2	1153375827	676444860	402769591	882660	159526139	394107	161659891	74156874	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	A	R	R	A	R	A	T	R	R	R	R	R	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	R	R	R	R	R	R	R	R	A	A	A	A	A	A	A	T	T	T	T	T	T	T	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2021	15	HI	Hawaii	-2	-2	-2	-2	0	0	208615	0	591906	2790538	47090	15091547	0	376741	19106437	0	2851762908	38913066	332104895	0	0	371017961	0	3241887306	1076210870	532081922	49451492	4192700	0	97368207	6457317	4582686	1763887877	611857576	216465814	5690892	7910388	1882047	165244048	50214843	4420419	130781879	84008118	1193162	41183591	477046060	85364935	25281171	2284468	67588444	43414608	622147	21216145	245771918	47736438	9269756	1118705	4264040	71056515	55810533	17459230	206715217	3519738	6827800	211396	11435691	75684054	255197	9388934	107322810	51977	202907	8987	243939	199023	3732	100553	811118	202701	109713	271761	491306	2503627	2270	1760142	5341520	302067860	91703283	8306749	214561360	276666922	57883309	91008042	1042197525	48224243	23801164	2459904	39520232	35724	936	114006479	0	0	0	0	0	0	0	114006479	0	0	0	0	0	0	0	0	0	0	2920091881	174484995	0	1346206	175831201	0	0	0	3321995	35349	0	8066570	0	0	614429	8066570	9300143	3115265584	18123015	38179945	0	0	59725944	2860365937	160904	-2	160904	17777	176441	2641684117	278407764	24955000	68931457	0	0	10000	0	47100000	0	-2	-2	119855393	41475052	51970011	21487499	3956877	-9	41242711	26410330	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	R
2021	16	ID	Idaho	597806063	3279334	-2	-2	4973127	149792	903214	0	5743406	3104781	38484652	60901316	0	559170	715755063	0	2023229772	15945461	507979227	0	6410923	530335611	217537979	3269320446	1127408590	384791087	91262053	1535351	149792	86492086	16363529	719540	1692208707	902599101	154247257	12305162	55013146	-1	104884921	66480473	39572184	112138983	76242686	32037976	35775402	467132625	36387142	22223150	12518737	37708581	33696529	13983351	12889392	169406882	21173320	32861068	13200356	2258530	100482445	53132429	22446790	245554938	2286850	37818845	4885468	1361512	26692737	9144009	10589414	92778835	496463	18620629	945888	107183	18158012	6393095	6118417	50839687	0	263824	1781213	122965	7588973	706886	2230024	12693885	164732233	159647360	71957958	153590571	244703370	109004651	83931022	987567165	34762233	16596065	4541169	47527990	1238527	11617	103439074	734327	269817	437189	136490	0	0	1577823	105016897	0	0	0	0	0	0	0	0	0	0	2784792769	176550557	23232523	19971673	219754753	83125868	335426246	418552114	38361237	668790	0	43185	0	0	0	43185	112314729	3112062477	58792922	0	0	0	106817866	2677974903	303622	303622	-2	8820	307581	-1	-1	38714807	36095597	700619	-2	-2	-2	68636571	-2	-2	-2	125105592	62356873	61804009	16402921	12806807	4339273	14355576	672216	R	R	R	R	A	R	R	R	R	R	R	R	R	A	R	R	R	R	R	R	R	R	R	R	A	A	A	R	R	A	R	A	T	R	R	R	R	A	R	R	R	R	R	R	R	R	A	A	A	A	A	A	A	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	T	T	T	T	T	T	T	T	R	A	R	R	R	R	T	R	R	R	R	R	R	R	T	R	R	R	R	A	R	R	A	R	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2021	17	IL	Illinois	18983746887	1027892399	-2	-2	12394071	495527335	1819590	18646123	112231330	17974185	72830340	1164374597	86007552	12781788	21492052739	0	16117573161	61688868	3135295174	0	0	3196984042	4168183722	40806609942	11272238490	8303468632	1196244457	360819459	901071491	572130923	171067074	91917274	21796819235	7451349808	2506437269	214170394	1088140781	-1	1492591836	608359068	383008598	1034450542	790747835	258578949	510863100	5078599928	1042824454	434133176	306724981	774283911	678678561	210497664	429302079	3876444826	146588330	178030618	308066641	18814186	897792095	646051362	268393479	2463736711	44066000	117261139	15319656	19095054	556650474	45202507	103282492	900877322	5679371	74083406	3673425	4384290	355531544	66968488	117957638	628278162	1237904	3474474	20268750	2355353	5088647	4341600	21630657	58397385	2727308524	1341258475	1033388626	1848999046	2928957612	1164672082	1333471807	12378056172	210375023	100900120	183262811	186721690	12232310	1035989	682295633	0	0	0	0	0	0	0	682295633	0	0	0	0	0	0	0	0	0	0	34857171040	2094399690	341602674	15733086	2451735450	1094274942	1779286121	2873561063	200932553	10225968	0	16691889	3019338	0	277322	19711227	1179416596	38351631106	434831657	188754836	0	0	827394019	34029777021	1679457	1679457	-2	20262	1881437	-1	-1	366664910	509975135	0	36204699	0	-2	-2	0	-2	-2	942985504	542516479	246889508	134869648	121143117	48863927	73502183	153579517	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	A	R	R	A	R	A	T	R	R	R	R	A	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	R	R	R	R	R	R	R	R	A	A	A	A	A	A	A	T	T	T	T	T	T	T	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	R	A	R	T	R	A	A	R	R	R	R	R	R	R	R	R	R	R	R	R	T	R	R	R	R	R	R	R	R	R	R	R	A	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2021	18	IN	Indiana	3562800341	50999127	284149492	33762915	4078199	11926834	430853	327318	29014805	49547495	74682106	324883487	64669973	0	4479018793	15460743	8740710703	22814323	1016957776	2318907	240389414	1282480420	837632278	14517670659	4080268864	2183925544	139166541	13643953	5405411	344539916	4958116	4908968	6766453786	2806346423	476052230	103315361	48922632	90257197	397241978	225937333	114549531	479731678	369034547	275635884	132569284	1994700235	217330248	121311370	68482237	274938342	230586088	91249279	97073990	1100971554	48315475	71936488	41852234	27933521	369216846	134817399	66300897	760372860	15439708	159914540	9639465	6377240	372809425	67083635	73258190	704522203	199355	2377096	233303	94147	5156257	90002892	2620474	100683524	1104255	4617346	5683787	1796293	496687	304976	16850497	30853841	679431664	583717077	240207254	790777074	1342143593	569091173	386052858	4591420693	159478864	47631128	45659807	185755859	5731898	2447372	440973030	0	0	0	0	0	0	0	440973030	0	0	0	0	0	0	0	0	0	0	11798847509	678014806	267928196	26037904	971980906	364363888	1201693213	1566057101	59750671	34687	0	32427683	0	0	10040	32427683	405384365	12974425034	242632951	0	0	0	436041577	11362805932	916943	-2	916943	12392	1033964	10902408390	896439119	113925224	35571644	162278	25838605	0	0	0	0	-2	-2	296862718	174100587	120063812	9621341	81149407	1108386	34532932	2474417	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2021	19	IA	Iowa	2612891871	186089919	-2	-2	3347158	326622395	1132506	787112	18884384	23017762	6273277	116804395	14108338	1207275	2983756885	8007774	4020929678	11282713	855112586	12625589	18120075	897140963	1406844086	7909835300	2657111454	909973082	101146931	33542093	329334653	125590601	84026453	3037040	3830401201	1595545071	363101452	84834823	322576478	18784059	278818394	260499340	87864085	267819810	190166145	93593730	100097308	1278858812	93442105	78204747	31016983	94530917	75491134	25864234	39470281	438020401	22833134	40684585	35496307	5755611	155755399	65102887	48457983	374085906	4924725	32177225	3422811	3115169	155566752	24149570	19329645	242685897	628840	26678381	472605	882838	25085370	37549996	9800307	101098337	125902	441870	3707844	905467	336448	390199	1073898	6981628	400144260	412007767	161508030	372126974	577315878	209100620	208429115	2340632644	90346596	35579763	8017255	128985038	6783564	411666	263340318	4517209	1231306	53699	1607216	45868	25641	7435071	270775389	0	0	0	0	0	0	0	0	0	0	6441809234	870458417	13854331	43367792	927680540	142880829	840372535	983253364	27363526	263579	9722363	642961	0	0	854844	10365324	250294768	7600291269	89184715	9627292	0	0	147898323	6293910911	452492	-2	452492	13909	506656	5635601179	806208055	41671424	181506316	33850098	16861128	0	-2	5411731	0	-2	-2	251186682	131178561	80199407	55897354	18526655	45266638	28552434	39528884	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2021	20	KS	Kansas	1277487964	-2	-2	-2	2369327	258611890	1446046	0	6102706	11177445	29186549	362570944	14601758	602456	1705545195	138920526	4920069385	20276323	646217820	0	17254587	683748730	244215000	7448283836	2492450964	853367944	112276608	4395555	6098283	187712638	131667941	24228320	3674432029	1710472462	340323928	85987251	40460294	37504033	306375306	151942478	90367238	259096156	209954367	68788471	94199560	1180723576	95795382	50009465	29134573	88147459	83257158	25232302	37139483	408715822	24019407	26624412	31016889	6564287	142137280	112014979	21272821	363650075	10188047	21203140	6799082	5046962	172335631	22055004	21747107	259374973	4314898	7734944	3066417	2479525	39580762	24584483	16822388	98583417	1675611	2119354	9087053	1376715	2773572	6100425	5185079	28317809	438053753	251898849	166404835	360231579	610458008	234191181	179544050	2240782255	81964200	36613863	20651345	101245428	4473134	4780120	245254956	0	0	0	0	0	0	0	245254956	0	0	0	0	0	0	0	0	0	0	6160469240	220187142	22616776	9221484	252025402	255227873	408611924	663839797	1071469	119052	0	2011845	0	1182777	17512	3194622	266699316	6651621789	89197235	7923272	0	0	156504088	6003965152	431389	-2	431389	13918	481750	5274437227	674933543	63293438	10582164	0	-2	-2	-2	78459109	-2	-2	-2	85841008	55993558	25763050	55486813	12128071	35656816	20051113	4084400	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2021	21	KY	Kentucky	2418747228	498494799	-2	32928051	4680977	653529	24505	149	18285958	7734122	62164495	78819152	66646	1575	3121947508	0	4753614874	38318360	1232789216	20566531	51602984	1343277091	1450449544	9218839473	2829184786	1559462561	81816122	856149	1877602	244278536	95553117	12643436	4728241590	1974646322	428547028	37035819	89448432	38980692	275543478	243437229	49200695	308075117	210151485	195995375	102876964	1385280343	133250484	114101759	42042123	161490577	124754245	121094990	59558296	756292474	12846542	22429817	71807242	5818223	139250998	21641925	44437405	318232152	8838203	33486366	5178916	6079827	176527390	33159250	21459443	284729395	2072225	28303679	1879184	2647019	13876871	41766569	11602446	102147993	185618	1140467	3172421	575192	1340390	1214369	1157623	8786080	430664325	414595638	171401397	482038936	652024508	373105909	229489731	2753320444	133125542	107077358	10971150	165144960	5512873	798280	417117290	10738390	5254649	190769	1286770	234529	124736	17595314	434712604	0	0	0	0	0	0	0	0	0	0	7916274638	553250292	44985292	107166178	705401762	202460129	463658454	666118583	75786145	841890	5488537	6498517	1879833	0	1647950	13866887	358089822	8917267784	191974997	56540384	0	0	323187701	7593086937	592130	592130	-2	12823	658809	6959642608	934232489	150746554	183155670	8847871	21126420	0	0	135351330	0	-2	-2	422030322	260164751	138246604	72408259	62951049	60741421	53426293	23618967	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2021	22	LA	Louisiana	1983428617	2204840460	-2	-2	14542865	2327354	55175	1212899	25247254	4415777	149739058	235956557	487934	2029805	4620743502	0	4078382639	92498115	1506475476	0	28254735	1627228326	1434830197	10326354467	2816372074	1410410744	223794078	57133163	5842111	439531050	23000148	89978338	5037219447	1832311517	441422378	79520892	256066254	48497516	361301099	277752436	39549534	353758412	183655410	181378556	119505786	1516901233	158358942	123383027	19994443	160720206	104467151	123683623	54870089	745477481	33158712	61966406	164827199	31600713	537236918	134736074	59016404	1022542426	9933841	19720898	2548977	16958569	206244873	26871463	20790603	303069224	891027	269862	312490	1984317	9192836	25158074	8197785	46006391	657088	641477	9093541	23696583	20828594	1232118	9424527	65573928	563409682	483464244	236013694	586734483	1052432946	467901834	263607409	3653564292	146470211	86190526	36107391	176680280	4779069	1445570	446893978	67396	28820	40265	13369	0	1221	151071	447045049	0	0	0	0	0	0	0	0	0	0	9137828788	362004743	52384798	21833509	436223050	126913362	481543792	608457154	5508485	17583	5017310	10218243	0	0	0	15235553	148021498	9668599067	162939897	105463398	0	0	439673909	8698154879	644326	-2	644326	13500	693150	7857787553	1006651660	208980164	124584558	44776185	31844576	-2	-2	-2	-2	-2	-2	363788360	256561439	103826078	3513781	105596402	2002456	24297119	3400843	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	A	R	R	A	R	A	T	R	R	R	R	R	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	R	R	R	R	R	R	R	R	A	A	A	A	A	A	A	T	T	T	T	T	T	T	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2021	23	ME	Maine	913788651	-2	720039669	388028	2677797	59897931	165523	1585635	1309656	7513034	896715	34415806	23885	4800	1681223564	440630	1411381812	44397823	450236418	1817658	562118	497014017	132288465	3590060023	1121333945	486776646	54562243	92230077	59502318	69290580	34807681	4026761	1828220252	714440076	123298720	21046925	31940299	8270409	136491550	71544186	56494160	108495378	90403703	51972769	24178344	539580090	55055121	32582183	22544578	45136348	35339463	22726390	9245949	222630032	29953649	38758329	29269437	5595978	168113639	44734838	7771385	324197255	6251511	40802590	2440863	2290351	90960257	12662628	2414001	157822201	1173034	43727129	708971	993649	36530466	28601376	1039251	112773876	571248	1317266	2361768	1067222	2222859	2146760	1405680	11092803	228323079	185004554	113110806	162585277	387039921	134243385	45015359	1255322381	35645340	15114241	3142919	32316058	5066853	826624	87045182	54774	20235	2326	732	0	1295	79362	87124544	0	0	0	0	0	0	0	0	0	0	3170667177	97009734	98079	7663839	104771652	52509765	144132793	196642558	12788353	171810	173430	24485584	20206	0	1943276	24679220	162525414	3467669898	26583174	22236933	0	0	60101861	3110565316	155883	155883	-2	19954	172455	2502175182	429544312	17562765	11841060	1172631	0	0	-2	274794595	0	-2	-2	221869160	76757205	140891267	116960139	30350030	40100856	75637978	4220688	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2021	24	MD	Maryland	-2	-2	4235757958	4156700994	5190349	3401334	32417	0	1352394	2897910	32989412	263666078	0	1050073	8699637585	0	7620541252	19837904	1109549974	51261959	35276452	1215926289	147685481	17536105126	5889845349	2597324794	406661452	293600361	4817295	510859903	40049249	43150591	9741442450	3616157621	790292119	102359326	369455264	36993979	490909269	447726373	54537053	665708550	520093476	217908672	222226133	2619109526	216639469	187431655	26718816	284521290	213084118	93226854	95196143	1116818345	26105182	46610823	19850387	16288340	261239004	288661249	85614255	744369240	6228893	31413642	1473568	7355258	216280421	19051659	12722423	294525864	1048030	6616066	1178511	670301	42419221	35783481	7782596	95498206	521576	3502361	1628859	3808556	83584546	1208458	104671	94359027	740404389	716684854	104208683	977681994	1294281565	620056892	415863625	4869182002	120546977	57343587	8212773	93087041	4365555	814103	280004481	0	0	0	0	0	0	0	280004481	0	0	0	0	0	0	13410817	0	0	0	14890628933	1266260356	10406317	57858791	1334525464	185622478	385201300	570823778	20564916	860204	8225128	493136	0	0	3544	8718264	209041866	16395214335	193341994	53296888	0	0	288799043	14601829890	804361	804361	-2	18153	882527	14008570786	882058147	109947482	55957455	-2	9424457	96318	-2	190566577	-2	-2	-2	357644735	292893333	41101930	579407	-2	-2	21249704	11869658	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	A	R	R	A	R	A	T	R	R	R	R	R	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	R	R	R	R	R	R	R	R	A	A	A	A	A	A	A	T	T	T	T	T	T	T	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	R	A	R	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2021	25	MA	Massachusetts	-2	-2	10874121819	-2	1706300	867599870	1529199	0	9935360	152618665	23640775	332886635	0	16646821	11413085574	0	8328724859	118217840	1100752412	50846772	20500353	1290317377	849299	21032127810	7541799880	3526820602	226216646	939853678	243531626	460453624	20546364	46429855	12741574285	4666862727	1237088349	287777389	54091829	65360363	1083650517	587835042	228600213	651805600	599027494	64804778	202118141	3417841785	507096622	275078690	60309629	171960268	154886542	17096888	53323092	1239751731	87108388	36221542	67784906	11068869	527767918	520236914	61891686	1312080223	14136040	10104227	9001000	9204429	190359040	3957287	20584145	257346168	938689	522299	215287	470348	924436	4744326	210350	8025735	4836059	34897361	23469404	6189734	199021912	131005853	42324368	441744691	1696827626	944136862	389165152	850228900	1671062906	737101720	380241432	6668764598	234332041	61821808	31281221	95544830	239652	10228394	433208294	0	0	0	0	0	0	0	433208294	0	0	0	0	0	0	0	0	0	0	19843547177	479223815	258043593	98894278	836161686	304499648	542013587	846513235	43712038	24182	7697068	3362684	0	0	6118	11059752	385779922	20763322704	179235264	47632559	0	0	423009583	19420537594	867493	-2	867493	22387	921712	16924139432	1079518373	121558784	27253397	0	4081442	0	0	219487068	0	-2	-2	401869230	190508770	118439272	85558810	1432025	75721169	50565796	15767993	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
