SURVYEAR	FIPS	STABR	STNAME	R1A	R1B	R1C	R1D	R1E	R1F	R1G	R1H	R1I	R1J	R1K	R1L	R1M	R1N	STR1	R2	R3	R4A	R4B	R4C	R4D	STR4	R5	TR	E11	E12	E13	E14	E15	E16	E17	E18	STE1	E11A	E11B	E11C	E11D	E2	E212	E213	E214	E215	E216	E217	E218	TE21	E222	E223	E224	E225	E226	E227	E228	TE22	E232	E233	E234	E235	E236	E237	E238	TE23	E242	E243	E244	E245	E246	E247	E248	TE24	E252	E253	E254	E255	E256	E257	E258	TE25	E262	E263	E264	E265	E266	E267	E268	TE26	STE22	STE23	STE24	STE25	STE26	STE27	STE28	STE2T	E3A11	E3A12	E3A13	E3A14	E3A2	E3A16	E3A1	E3B11	E3B12	E3B13	E3B14	E3B2	E3B16	E3B1	STE3	E4A1	E4A2	E4B1	E4B2	E4C1	E4C2	E4D	E4E1	E4E2	STE4	TE5	E61	E62	E63	STE6	E7A1	E7A2	STE7	E81	E82	E9A	E9B	E9C	E9D	E91	STE9	TE10	TE11	X12C	X12D	X12E	X12F	TX12	NCE13	ADA	A14A	A14B	PPE15	MEMBR20	CE1	CE2	AR1	AR1A	AR1B	AR2	AR2A	AR3	AR6	AR6A	AR7	AR8	AE1	AE2	AE3	AE4	AE5	AE6	AE7	AE8	IR1A	IR1B	IR1C	IR1D	IR1E	IR1F	IR1G	IR1H	IR1I	IR1J	IR1K	IR1L	IR1M	IR1N	ISTR1	IR2	IR3	IR4A	IR4B	IR4C	IR4D	ISTR4	IR5	ITR	IE11	IE12	IE13	IE14	IE15	IE16	IE17	IE18	ISTE1	IE11A	IE11B	IE11C	IE11D	IE2	IE212	IE213	IE214	IE215	IE216	IE217	IE218	ITE21	IE222	IE223	IE224	IE225	IE226	IE227	IE228	ITE22	IE232	IE233	IE234	IE235	IE236	IE237	IE238	ITE23	IE242	IE243	IE244	IE245	IE246	IE247	IE248	ITE24	IE252	IE253	IE254	IE255	IE256	IE257	IE258	ITE25	IE262	IE263	IE264	IE265	IE266	IE267	IE268	ITE26	ISTE22	ISTE23	ISTE24	ISTE25	ISTE26	ISTE27	ISTE28	ISTE2T	IE3A11	IE3A12	IE3A13	IE3A14	IE3A2	IE3A16	IE3A1	IE3B11	IE3B12	IE3B13	IE3B14	IE3B2	IE3B16	IE3B1	ISTE3	IE4A1	IE4A2	IE4B1	IE4B2	IE4C1	IE4C2	IE4D	IE4E1	IE4E2	ISTE4	ITE5	IE61	IE62	IE63	ISTE6	IE7A1	IE7A2	ISTE7	IE81	IE82	IE9A	IE9B	IE9C	IE9D	IE91	ISTE9	ITE10	ITE11	IX12C	IX12D	IX12E	IX12F	ITX12	INCE13	IADA	IA14A	IA14B	IPPE15	IMEMBR20	ICE1	ICE2	IAR1	IAR1A	IAR1B	IAR2	IAR2A	IAR3	IAR6	IAR6A	IAR7	IAR8	IAE1	IAE2	IAE3	IAE4	IAE5	IAE6	IAE7	IAE8
2021	26	MI	Michigan	6362247815	8987652	464477	10479831	24475358	74951842	3908681	38610464	72734140	13563536	127604562	515493523	0	605446	7140565021	19342599	13498566657	87280796	2654977095	163687292	37966508	2943911691	4296131660	23602385968	5460378660	3863128003	1130739940	254296	140376054	355542471	91741077	13778172	10823821542	3856469451	684730679	115276226	208586062	39888223	865065032	457365789	132254643	547113011	282472533	193063913	370645216	2847980137	594148176	303110494	84670220	381339609	210299957	137375882	246400639	1957344977	168983171	218669017	185161476	117322651	777757558	268448706	339095459	2075438038	21488887	81996984	4269792	11643091	460535320	49030398	43317990	672282462	1450498	29078382	634641	1408869	62975095	95928032	74654260	266129777	1408171	3612057	11193083	4480152	2782076	1169904	148884256	173529699	1651093437	1064754341	417549214	1061898514	1733847444	649088803	1148343560	7726575313	116993949	73871182	132951904	267704831	26423689	4781477	596303343	0	0	0	0	0	0	0	596303343	0	0	0	0	0	0	0	0	0	0	19146700198	1587223735	206268574	208863935	2002356244	830848287	2114684026	2945532313	251412022	1397942	0	24065793	0	0	70689	24065793	800895683	21810297431	437256401	0	0	0	607413984	18539286214	1302566	1302566	-2	14233	1434137	16722157757	2358948880	217838777	97678414	1269019	42911456	167493	-2	563946479	0	-2	-2	792355465	438370866	353009639	91205245	-1	-1	144302859	974960	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2021	27	MN	Minnesota	3037205209	-2	-2	-2	88284440	164807879	539825	0	135698066	17808044	11681649	573289632	0	0	3864506865	273069104	9833295432	53046481	1360188905	0	34902566	1448137952	167985057	15419009353	5432963955	1880541190	352287630	96933035	72117887	239676965	54242617	25879459	8028282234	3080698687	722664252	101626595	43387345	34050239	267558812	323626499	227712455	394921712	314097050	109822360	114231673	1751970561	91987464	142150302	80782420	96053194	120019493	38708457	44969091	614670421	39923990	65111192	101734978	4967378	293375527	465776501	137379023	1108268589	14620827	142215939	56803789	2471272	123726201	21831108	12522071	374191207	4715264	38133107	14809644	664629	26798533	24152347	3805881	113079405	1206740	3559784	5719466	1719099	221542	292000	37610161	50328792	415297833	676663716	472753108	500132655	851439813	636430426	346712019	3899429570	140501094	48278104	40009514	210799751	10430495	4157708	443746171	9234424	3258097	9101714	1213809	1118976	540075	23348119	467094290	0	0	0	0	0	0	0	0	0	0	12394806094	1833884410	299111875	123559027	2256555312	513319898	870832416	1384152314	420805669	1695194	16435210	57061112	0	0	250221	73496322	603487810	15326480305	164146725	0	0	0	282460683	12112345411	796762	796762	-2	15202	872083	-1	-1	99284019	65056735	2556516	21063663	2468464	0	281270906	3529660	-2	-2	380378775	142890672	231049859	64062228	121598302	22392232	59876647	6438243	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	A	R	R	A	R	A	T	R	R	R	R	R	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	R	R	R	R	R	R	R	R	A	A	A	A	A	A	A	T	T	T	T	T	T	T	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	T	R	A	A	R	R	R	R	R	R	R	R	R	R	R	R	R	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2021	28	MS	Mississippi	1602589148	3711718	-2	22794474	4492088	5834510	258214	227312	76022513	6506601	42358106	88857974	0	194247	1847785083	307705	2493755802	28284405	996005247	0	10998628	1035288280	149881862	5377136870	1766181317	585379492	75103852	10609434	6080473	100389452	232199209	13147533	2550811080	1164153782	251615932	80492881	60393123	12654656	171616908	108237466	89212595	199285250	93712382	89613216	67231800	818909617	57194388	35821635	29202230	66563342	40769156	38931129	23318190	291800070	18317715	42935137	28542523	3511452	291756816	31689976	27421262	444174881	10283334	14689742	2836273	2130471	42456918	28331678	7557250	108285666	1998396	43079141	1578779	1080566	24699351	28161726	23928163	124526122	338009	4688277	5217047	413219	1361672	513827	2586038	15118089	257750354	206372257	155010668	271903734	470056944	189079826	128114540	1678288323	69053493	36512452	15298946	102506553	6610537	354563	223726007	0	0	399	119449	4000	0	119848	223845855	0	0	0	0	0	0	0	0	0	0	4452945258	187351473	110877407	36990767	335219647	67616281	236419436	304035717	16427498	285383	4335317	1306838	4228775	5134737	17914	15005667	511511339	5183241235	223874527	0	0	0	277683783	4175261475	402433	402433	-2	10375	442627	3606885659	846059599	115082848	34408829	3146876	862569	0	0	184581690	-2	-2	-2	97655350	26779042	50353360	239702514	2690056	210912478	13474665	1493957	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2021	29	MO	Missouri	6131650440	728397351	-2	-2	23698118	99335937	218383	3394355	284245272	20949875	113653136	250008054	0	269250	7553089879	12394955	3911448170	63518314	1581535893	0	0	1645054207	2088676974	13121987211	4160146586	1323146311	145035935	4532816	142329247	377227102	50023993	12337446	6022426196	2787295241	516907536	116796047	339815837	42881949	523210274	223326388	317250223	469086445	378358421	176977568	116377792	2204587111	159464554	64164755	101664383	134825546	138135681	61758097	52569648	712582664	56545165	52173912	143542007	8814300	262805841	195381818	60279783	779542826	16347422	71987516	73317829	9757788	295632546	41211861	21690420	529945382	2986657	18242883	34752098	1151351	88274714	50581312	8752513	204741528	0	0	0	0	0	0	56711	56711	755567415	411652571	635774442	622484079	1074932489	475329344	250974354	4226714694	88122372	35409249	124950528	91330434	6356318	0	339812583	0	0	0	0	0	0	0	339812583	0	0	0	0	0	0	0	0	0	0	10588953473	919113926	4309344	48691947	972115217	308581281	1018204938	1326786219	229070198	1761073	0	24425570	0	0	1443119	24425570	317327322	12078890489	259841865	39534911	0	0	458165538	10130787935	786624	786624	-2	12879	882477	9337775519	1179413397	121330261	209260503	-2	17270452	-2	-2	79263236	-2	-2	-2	459834410	293341942	153141654	16353798	681389	6185842	50850342	13350814	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	R	R	R	A	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	A	R	R	R	R	R	R	R	R	R	R	R	R	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2021	30	MT	Montana	631335798	5530566	-2	-2	2506901	2991494	53089	440239	25766735	4841701	23198214	41376986	191748	515507	735317245	183942996	909788096	9432070	338572797	0	81698320	429703187	143120716	2258751524	752940928	231675009	45845114	1210027	4067546	106534216	6148473	5698580	1143903874	570991836	60568750	20339943	2104911	10956774	75884940	35719277	29488338	77707360	67315705	22844925	30469805	339430350	22462970	10795293	8950675	24088376	23999208	7309648	9579138	107185308	22282961	7051706	15251894	2962324	54861159	49563947	11261907	163235898	7222531	11956158	3131795	2151402	56961129	6357972	7491366	95272353	209890	906481	330741	358460	24676064	14859627	701987	42043250	200229	250454	2460965	425621	2211325	129070	922136	6599800	128053631	65772888	59283667	107335083	205348526	86205562	59724352	711723709	25599717	8736264	11397404	35407866	1168177	277700	81418951	1428047	488559	239804	295746	11251	79204	2531360	83950311	0	0	0	0	0	0	0	0	0	0	1939577894	219851254	8539785	2519151	230910190	53803589	77048344	130851933	3396917	64781	1748	6739698	0	0	71322	6741446	60566190	2230133701	68208508	4202517	0	0	103718185	1835859709	138521	138521	-2	13253	146252	1617008953	322568941	34423129	34325830	1211848	0	0	0	71700884	0	-2	-2	129645526	81581710	29108032	7027997	-2	-2	16780891	2174893	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2021	31	NE	Nebraska	2475929673	226358978	-2	-2	191316	53164665	370294	22322	161409732	24187750	69066781	76379520	2922	343409	3034240375	17101202	1596679020	54948650	343210482	19072462	80274458	497506052	690044810	5145526649	1807813738	701098829	102842735	120182	17337294	146936316	46720027	5908534	2764720334	1111625876	267053437	3037319	282670697	15726104	155076489	82603465	55622550	160422952	141019016	44870573	68925959	708541004	55317025	29147223	18759448	58753647	59001001	16063989	27326962	264369295	22625119	10200130	22450272	1123130	108634091	45904210	100864207	311801159	4170913	16388872	1538903	1362909	99760989	11457509	53746629	188426724	338408	6788794	323691	279210	43499964	14147610	14664995	80042672	878039	1307628	3491866	794486	1385565	570345	32695181	41123110	238067585	139647318	101863039	222457124	409800662	118866626	283558938	1514261292	52106651	20230148	35863513	64315471	3634988	697269	173213052	25408	405	260340	2372359	71241	810094	3468606	176681658	0	0	0	0	0	0	0	0	0	0	4455663284	445878348	238166841	12697834	696743023	128742998	393685003	522428001	2710031	32262	0	569685	924746	636244	6059	2130675	381371924	5287754262	82124563	0	0	0	176287035	4279376249	286968	-2	286968	14912	324697	4170350658	285312626	46518571	15116634	2040966	-1	0	-2	-2	-2	-2	-2	76965137	-1	-1	16580028	26534159	3715190	-1	43318	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2021	32	NV	Nevada	1478133405	1654398894	-2	2909779	2090792	88430	572917	0	16255448	2850841	14848584	47579739	745	733533	3220374677	0	1921522375	15277963	641246086	2675777	20810078	680009904	570486921	5821906956	1836424953	771303781	46145401	4214772	2318191	267280666	5671432	5728868	2931098441	1204264093	290803996	17553252	105602340	50015599	177112647	129990563	24418382	254747521	168555291	93711311	75663751	924199466	72718476	52437388	10053812	101938437	79362300	46108275	35376641	397995329	44155390	30594957	37473353	5495208	101556432	5068855	63219674	287563869	7527306	28970001	1950019	2745862	86518107	11463566	17577014	156751875	123682	415826	5674	203088	7949404	30847971	2080525	41626170	320258	9595709	1473850	1176778	924167	72169	8671983	22234914	301834077	251588618	75369416	366103806	436916297	156424176	200509063	1788745453	42226501	23253963	10146604	60419473	2765120	2497244	138543785	95464	11397	704	14031	0	0	121596	138665381	0	0	0	0	0	0	0	0	0	0	4858509275	649977243	39845434	1576650	691399327	224000033	431080081	655080114	5055007	7844	0	17891305	0	0	0	17891305	91492650	5622925480	126684139	13751373	0	0	161532924	4696976351	443902	443902	-2	10581	482348	4237270347	565619356	67507715	2862845	0	5868696	50000	0	61107407	5270	-2	-2	246087816	165559107	77427709	1170450	42586480	1145572	25103651	179231	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2021	33	NH	New Hampshire	1807993009	-2	339720900	-2	3109111	103512050	52978	174084	4425242	4068317	1869590	36138212	1771	153002	2197532132	0	1093912927	4392970	247273435	133767	713221	252513393	61204761	3543958452	1163015697	569257192	63900041	174107639	109212555	49994127	29400127	2714472	2022989168	739876601	170854798	21513886	9744537	-1	145396095	46561318	38939984	112715584	76384844	9043799	22054060	451095684	71747326	24950470	17351238	57059839	37610876	3721245	11369918	223810912	39474667	12952468	56304384	6365823	97650349	115514070	8096034	336357795	4121211	12784770	2287780	2221432	62363594	1706239	5359715	90844741	844326	15959926	952015	559151	10978657	2006741	6915868	38216684	531276	796703	2379066	1471744	694303	22134	716903	6612129	261270575	98045729	117262452	179834422	274703966	130007487	47596630	1108721261	19218317	6724705	15635537	16919200	425017	229821	58727580	0	0	0	0	0	0	0	58727580	0	0	0	0	0	0	0	0	0	0	3190438009	98950764	6577180	2194270	107722214	39591564	87378436	126970000	793090	2350	527191	4150186	28901	0	509958	4706278	77325586	3372213727	40134266	0	0	0	49389035	3141048974	166263	166263	-2	18892	164491	2989948182	200486670	31981977	-1	-1	-1	-1	0	41569871	0	-2	-2	48992220	21913089	25668802	25042457	-1	17616249	-1	-1	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2021	34	NJ	New Jersey	16786493355	-2	-2	-2	36924898	858409525	4475903	358281844	10119973	22600722	208176489	473391580	5000	1181992	17543369912	2724065	16224440888	31522094	1840711169	0	27010645	1899243908	669337508	35669778773	10126087844	6380954753	912629141	853066282	889005339	655567907	174366917	35013734	18963319661	6856819397	1766602997	104306963	778994379	57971988	1857777541	608442253	211760953	953452203	968952337	224847224	408272297	5233504808	1049592414	360619455	135706795	544725177	629186049	157533762	220167667	3097531319	359432748	196567949	245316942	42530579	867397100	633739544	119004034	2463988896	29041678	93002646	7067387	19395001	541300775	22054530	19197683	731059700	2168575	870233	1847551	1393491	36837439	31081284	31835753	106034326	5429195	42773546	51622357	8048499	11278655	3195985	13084489	135432726	3301273576	1301405849	651474434	1568151459	3018114916	1041371045	779726170	11661517449	137869931	33394113	60432306	229623044	8927127	16554270	477873664	42080178	10253038	51265192	86937221	11961878	11107458	201643087	679516751	0	0	0	0	0	0	0	0	0	0	31304353861	1163495567	30091395	39046651	1232633613	690179470	1290446892	1980626362	9976469	0	205025517	52201342	0	0	571799	257226859	371000093	33106052849	368677843	0	0	0	642042847	30662311014	1296526	1296526	-2	23650	1373960	28781242363	1881068651	222704466	81479219	1014086	0	0	0	97951349	0	-2	-2	403149120	175525799	126579715	46622850	-2	37192094	43587010	-2	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	R	A	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2021	35	NM	New Mexico	683616257	-2	-2	6525511	0	0	0	0	16564388	21038348	12615476	57536484	0	25461	797921925	0	3356381189	159752551	423677953	5292	13379705	596815501	268832584	4751118615	1442754434	499209692	36728963	975491	0	222753450	6736391	0	2202422030	103849818	15125756	473299	3158513	29791617	240665943	55843146	46503141	152498108	119228046	32546147	75076305	722360836	83516721	20549618	15159540	54090976	45276959	12971112	27078473	258643399	73624557	9572328	50697025	2206647	186192115	45432599	12378980	380104251	14180749	8181174	2988883	3525487	29360937	7161296	13124442	78522968	2983075	115360	50900	36932	3265146	6126855	640234	13218502	0	0	0	0	0	260198	509712	769910	411987970	94146266	115348589	212321218	380058057	98371352	128167912	1440401364	43536127	17105501	25216507	45649102	1077922	0	131507237	0	0	0	0	0	0	0	131507237	0	0	0	0	0	0	0	0	0	0	3774330631	408999722	32075898	16299647	457375267	69917795	313140352	383058147	7149845	19370	0	0	0	0	0	0	69427730	4259907928	141142558	0	0	0	174821843	3599508788	321331	321331	-2	11202	316840	3515531367	91815145	69731056	3683894	0	5149446	0	0	0	0	-2	-2	62841716	28828322	31151217	37033638	3770296	4154722	15628396	3111822	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2021	36	NY	New York	20981297618	371283220	18027827163	-2	28624843	332413915	0	6581599	25248566	26460649	21321908	4752819647	61135	917258	44235862007	488429794	29093368243	1252465	3551976854	0	13916387	3567145706	3420052650	77384805750	25947640292	12805345801	2580185349	2924850034	3444993511	890547481	160654945	0	45148568957	16837055079	7378308702	938238078	794038433	187763875	1205959372	947844132	228631340	2072318888	1473038471	518547112	803316549	7249655864	632077472	437346889	121038761	1010655333	780507453	315049325	425362793	3722038026	135673320	1199989793	101161193	173020491	3036197984	2358121617	1120999120	8125163518	15329073	177745590	3336172	9383120	516737042	68926172	63093864	854551033	575620	118102058	309295	1329669	84582332	144274041	19049853	368222868	0	22107425	0	24198094	0	0	107474484	153780003	1989039237	2785033829	454167466	3289575926	5806480950	3260644226	2520246810	20105188444	447001088	92938985	159850128	335381624	12806499	150493485	1185665310	0	0	0	32183	0	0	32183	1185697493	0	0	0	0	0	0	0	0	0	0	66439454894	2976836060	50400785	154720530	3181957375	1784538928	4293641907	6078180835	111191670	296200	448923042	504441114	0	493461873	24044333	1446826029	771146160	71745454813	1842007228	383530438	0	0	2302923459	64136531435	2328309	2328309	-2	27546	2545847	62969450362	3050658548	-1	-1	-1	-1	-1	-1	-1	-1	-2	-2	-1	-1	-1	-1	-1	-1	-1	-1	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2021	37	NC	North Carolina	-2	-2	3927677605	168482715	6227305	0	0	0	7692262	18056796	0	253713075	0	0	4381849758	0	10637221397	214147697	1873939390	0	5335363	2093422450	1084768445	17112493605	6594875216	2551729100	298548767	0	5644865	669467674	48454456	910562	10115531319	3587291023	560217882	293936750	454861088	2437914	619620026	339565195	82125940	703878345	384492136	273890098	202461695	2606033435	242114863	130826366	31336227	264117897	174324274	113782761	93666776	1050169164	64352222	23919125	158386892	10773494	372777813	82440612	182480031	895130189	35967944	114232000	3944981	11047522	347102221	47355017	60942483	620592168	420524	4961797	336963	2427341	16883409	75491562	32230426	132752022	2245	614519	30628636	2990730	471093	1986755	957438	37651416	962057300	609157205	306422676	992807988	1279167537	519455243	540508423	5209576372	233679950	89971706	26885322	218311499	15437397	27727912	596576389	0	0	0	0	0	0	0	596576389	0	0	0	0	0	0	0	0	0	0	15921684080	1232298169	33082861	65315184	1330696214	36533676	44057769	80591445	42775051	78922	0	226622	0	0	0	226622	295120842	17492104764	456797095	0	0	0	481081196	15440602884	1370216	1370216	-2	11269	1513677	14633208356	1288475724	239629864	114436266	23135815	12184770	-2	-2	49756286	-2	-2	-2	642176767	370653419	235885546	11147272	208839532	4520983	57473043	35637802	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	R	R	R	R	R	T	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	A	A	A	A	A	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	T	T	T	T	T	T	T	T	R	A	R	R	R	R	T	R	R	R	R	R	R	R	T	R	R	R	R	A	R	R	R	R	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
